GNF-Pf identifier,JC_XSMILES,Qualifier,PF proliferation inhibition 3D7 EC50 uM
GNF-Pf-5204,COC1=CC2=C(C=C1OC)C3=NC(=NN3C(NCC4=CC=CN=C4)=N2)C5=CC=CC=C5,,0.1825
GNF-Pf-5205,O=C(CN1CCN(CC1)C(=O)C2=CC=CC=C2)NC3=CC=C(C=C3)C4=NC5=CC(NC(=O)CN6CCN(CC6)C(=O)C7=CC=CC=C7)=CC=C5O4,,0.2354
GNF-Pf-5206,OC(CNCC1=CC=CC=C1)CN2C3=CC=C(Br)C=C3C4=CC(Br)=CC=C24,,0.3115
GNF-Pf-5207,[O-][N+](=O)C1=CC=CC(=C1)C(=O)O[C@@H]([C@@H]2C[C@@H]3CCN2C[C@@H]3C=C)C4=CC=NC5=CC=CC=C45,,0.396
GNF-Pf-5208,CN(C)C1=CC=C(NC(=O)C2C3OC(C=C3)C2C(O)=O)C=C1,,0.1201
GNF-Pf-5209,COC1=CC2=C(N=C3N(N=C(CC4=CC=CC=C4)C3=C2C=C1OC)C5=CC=CC=C5)C6=CC(Br)=CC=C6O,,0.146
GNF-Pf-521,[O-][N+](=O)C1=CC=C(C=C1)N2CCN(CC2)C(=S)NCC=C,,2.369
GNF-Pf-5210,CSC1=CC=CC(NC(=O)C2C3OC4(C=C3)C2C(=O)N(C5CC5)C4C(=O)NC6CCCCC6)=C1,,1.753
GNF-Pf-5211,C[N+]1=C(\C=C\NC2=CC=CC=C2)N(C3=CC=CC=C3)C4=CC=C(Cl)C=C14,,0.1818
GNF-Pf-5212,CC1=C(C=NN1C2=NC=C3CSC4=CC=CC=C4C3=N2)C(=O)NCCN5CCCC5,,0.525
GNF-Pf-5214,COC1=CC=C2N=CC=C([C@H](OC(=O)C3=CC=C(C=C3)C(C)(C)C)C4CC5CCN4CC5C=C)C2=C1,,0.02598
GNF-Pf-5215,CCC1=CC=CC(NC(=O)N2CCN(CC2C)C(=O)C3=NC(=NC(C)=C3C(=O)OC(C)C)C4=CC=CC=C4)=C1,,0.719
GNF-Pf-5217,CC1=CC(Cl)=C(C=C1OCC(=O)NC2CCCCC2)S(=O)(=O)N3CCCC3,,0.0956
GNF-Pf-5218,FC1=CC=C(C=C1)C5(CCCSC2=NN=C3C(NC4=CC=CC=C34)=N2)OCCO5,,0.4
GNF-Pf-5219,CCN(CC)CCN1C(NC2=CC=CC=C2C1=O)C3=CC=C(Br)C=C3,,0.2175
GNF-Pf-522,CC1=NC(OC2=CC=C3C=CC(=O)OC3=C2)=C4C5=C(CCCCC5)SC4=N1,,2.301
GNF-Pf-5220,CCC1=NN2C(NC3=CC=C(C)C(F)=C3)=CC(C)=NC2=N1,,0.2485
GNF-Pf-5221,CC(N1CCN(CC1)S(=O)(=O)C2=CC=CC3=CC=CC=C23)C4=NC5=CC=C(Cl)C=C5C(=O)N4C,,0.1468
GNF-Pf-5222,FC1=CC=C(CN2CCN3C(C2)CN(CC4=CC5=CC=CC=C5S4)C3=O)C=C1F,,0.2393
GNF-Pf-5223,CC1=CC=C(C=C1)N2C(=CC(C=NNC(=O)C3=CC=CC(O)=C3)=C2C4=CC=CC=C4)C5=CC=CC=C5,,0.1501
GNF-Pf-5224,COC1=CC=CC=C1N2CCN(CC2)CC3=CC(C)=C(C)C=C3O,,0.383
GNF-Pf-5225,COC1=CC=C(C=C1)C=C2SC(=N)N(C2=O)C3=CC=CC=C3OC,,0.1632
GNF-Pf-5226,OC1=CC=C(CC(C(=O)N2CCC(CC2)N3C(CC4=CC=C(F)C=C4)=NC5=CC=CN=C35)C6=CC=CC=C6)C=C1,,0.351
GNF-Pf-5227,FC(F)(F)C1=CC=CC(=C1)C(=O)NCCCCNC2=CC=NC3=CC(Cl)=CC=C23,,0.1706
GNF-Pf-5228,ClC1=CC=C2C(NCCCCNC(=O)CCC3=CC=CC=C3)=CC=NC2=C1,,0.1419
GNF-Pf-523,COC1=CC=C(C=C1)N2C=C(N=C2SCC(=O)NC3=CC=C(C)C=C3)C4=CC=C(C)C=C4,,2.227
GNF-Pf-5230,CC(=O)NCCC1=CC=C(O)C=C1,,1.671
GNF-Pf-5231,CCOC(=O)C1=CN=C2C3=C(CCCC3)C=CC2=C1O,,0.133
GNF-Pf-5232,O=C1C2=CC=CC=C2C(=O)C(N3CCCCC3)=C1N4CCCCC4,,0.1374
GNF-Pf-5234,CCOC1=CC(=CC=C1OC(C)C)C2CC(=O)NC3=C2C(=O)CC(C)(C)C3,,0.2835
GNF-Pf-5235,OC1=CC=CC=C1NC2=NC(=NC3=CC=CC=C23)C4=CC=CC=C4O,,0.577
GNF-Pf-5237,CN(CCCNC1=CC=NC2=CC(Cl)=CC=C12)C(=O)COCC3=CC=CC=C3,,0.1096
GNF-Pf-5238,O=C(NC1=CC=C(C=C1)C2=NCCN2)C3=CC=C(NC(=O)C4=CC=C(C=C4)C5=NCCN5)C=C3,,0.0819
GNF-Pf-5239,COCCNC(=O)[C@@H]1C[C@H](CN1CC2=CC=C3C=CC=CC3=C2)SC4=NC5=CC=CC=C5N4,,0.638
GNF-Pf-524,CCOC(=O)C(=O)N1C2=CC=C(C)C=C2C(C)(CC1(C)C)C3=CC=CC=C3,,2.133
GNF-Pf-5240,CCOC1=CC=C(C=C1)C2N(CCC3=C2NC4=CC=CC=C34)C(=O)C5=CC6=CC(Br)=CC=C6O5,,0.3162
GNF-Pf-5241,COC1=CC=C(C=C1)C2=C(N=C(N2)SCCCCC(=O)N3CCN(CC3)C(C4=CC=CC=C4)C5=CC=CC=C5)C6=CC=C(OC)C=C6,,1.185
GNF-Pf-5242,CN(C1=CC=CC(C)=C1)C2=NC3=CC=CC=C3C4=NN=C(C)N24,,0.1188
GNF-Pf-5243,CCOC(=O)C1C(CC2=C(C(C3=CC=C(C=C3)[N+]([O-])=O)C(=C(C)N2)C(=O)OCC)C1=O)C4=CC=C(OC)C=C4,,0.685
GNF-Pf-5244,CC1=CC=C(CSCC2=CC=C(O2)C(=O)NC3CC3)C=C1,,0.418
GNF-Pf-5245,CC(NCC1=CC=CC=C1)C2=CC(Cl)=CC=C2O,,0.592
GNF-Pf-5246,CCCCC(CC)C(=O)NCCCCNC1=CC=NC2=CC(Cl)=CC=C12,,0.2971
GNF-Pf-5247,CN(C)C1=CC=[N+](CC(=O)C2=CC=C(Cl)C=C2)C=C1,,0.1682
GNF-Pf-5248,CC(=O)NC1=NN(C(C)=O)C(C)(S1)C2=CC=C(C=C2)[N+]([O-])=O,,0.497
GNF-Pf-5249,COC(=O)C1=CC=C(C=C1)N(C(C(=O)NC2CCCCC2)C3=CC=CN=C3)C(=O)CC4=CNC5=CC=CC=C45,,0.2325
GNF-Pf-525,CCOC1=CC=CC=C1C=NNC2=NC(NC3=CC=CC=C3)=NC(NC4=CC=CC=C4)=N2,,2.054
GNF-Pf-5250,OC1=C(C=CC2=CC=CN=C12)C(NC3=CC=CC=N3)C4=CC=CC(Cl)=C4Cl,,0.1743
GNF-Pf-5252,FC(F)(F)C1=CC=CC(NC(=S)N2CCCC2C3=CC=CC=C3C(F)(F)F)=C1,,0.2135
GNF-Pf-5253,O=C(NC1=CC(=CC=C1N2CC3CC(C2)C4=CC=CC(=O)N4C3)C(=O)N5CCC(CC5)CC6=CC=CC=C6)C7=CC=CS7,,0.0744
GNF-Pf-5254,CCOC1=CC2=C(C=C1OCC)C(NCC2)C3=CC(OC)=C(O)C=C3Cl,,0.362
GNF-Pf-5256,N1N(N(N=C1C2=CC=CC=C2)C3=CC=CC=C3)C4=CC=CC=C4,,0.1368
GNF-Pf-5258,CC(C)CN1C(C(C(=O)NC2=CC=C(F)C=C2F)C3=CC=CC=C3C1=O)C4=CC=CS4,,0.2188
GNF-Pf-5259,COC(=O)C1C(C)CC2=C(C(CC(=O)N2)C3=CC=C(Cl)C=C3Cl)C1=O,,0.991
GNF-Pf-526,CSC1=NN=C(CN2CCSCC2)N1C,,2.026
GNF-Pf-5260,CCN1CCCC(C1)NC2=CC=NC3=CC4=CC=CC=C4C=C23,,0.00824
GNF-Pf-5261,CC(C)(C)NC(=O)C1=CN(C=C(C(=O)NC2CCN(C2)CC3=CC=CC=C3)C1=O)C4CCCCC4,,0.1878
GNF-Pf-5262,O=C(NC1=CC=C(C=C1)C(=O)NC2=CC=CC(=C2)C3=NCCN3)C4=CC=C(C=C4)C5=NCCN5,,0.1929
GNF-Pf-5263,NC1=NON=C1N2N=NC(C(=O)NN=CC3=CC=C(F)C(Br)=C3)=C2C4=CC=C(C=C4)[N+]([O-])=O,,0.2915
GNF-Pf-5265,CCOC(=O)C1=C(C)NC2=C(C1C3=CC=C(SC)C=C3)C(=O)CC(C2)C4=CC=C(OC)C(OC)=C4,,0.3019
GNF-Pf-5266,CC(N1N2C(C)=CC(=O)N=C2C3=CC=CC=C13)C(=O)NC4=CC=C(F)C=C4C,,0.283
GNF-Pf-5267,CCC1=CC=CC2=C1N(CC(=O)NC3=CC=C(OC)C=C3)C=C2C#N,,0.2253
GNF-Pf-5268,CC(C)CN1C(C(C(=O)NC2=CC=C(F)C(Cl)=C2)C3=CC=CC=C3C1=O)C4=CC=CS4,,0.1206
GNF-Pf-5269,COC1=CC(NC(C)CCCN(CC2=CC=C(C=C2)N(C)C)S(=O)(=O)C3=C(C)C=C(C)C=C3C)=C4N=CC=CC4=C1,,0.533
GNF-Pf-527,CC(NC(=O)CC1=CC=C(F)C=C1)C(N2CCOCC2)C3=CC=CS3,,2.012
GNF-Pf-5270,CC(=O)C1=CC=CC(NC(=O)NC2CC3CCCC(C2)N3CCC4=CC=CC=C4)=C1,,0.01726
GNF-Pf-5271,CCOC(=O)C(=CNC1=CC=C(I)C=N1)C(=O)OCC,,0.1898
GNF-Pf-5272,COC(=O)[C@@H]1C[C@H](CN1CC2=CC=C(C)C=C2C)NC(=O)C3=CC=C(OC)C=C3OC,,0.3032
GNF-Pf-5273,ClC1=CC=C(CN2C3=C(CCC3)C(=N)C4=C2CCC4)C=C1,,0.0627
GNF-Pf-5274,COC1=CC=C(C=C1)C2CC(=O)C3=C(C2)NC(C)=C(C3C4=CC=C(Cl)C=C4)C(=O)OC5CCCC5,,0.2605
GNF-Pf-5275,CC1=CC=C2N(C(=O)COC3=CC=C4C=CC=CC4=C3)C(C)(C)CC(C)(C5=CC=C(Cl)C=C5)C2=C1,,12.5
GNF-Pf-5276,COC1=CC=C(C=NNC2=NC3=CC(Cl)=CC=C3N2)C=C1OC,,0.2387
GNF-Pf-5277,ClC1=CC(Cl)=CC(NC(=O)NC2=CC=CC=C2C(=O)NCC3CC3)=C1,,1.184
GNF-Pf-5278,CC(C)CN1C(C(C(=O)NC2=CC=CC=N2)C3=CC=CC=C3C1=O)C4=CC=CS4,,0.364
GNF-Pf-5279,CCOC1=CC(=CC=C1O)C2CC(=O)NC3=C2C(=O)CC(C3)C4=CC(OC)=CC=C4OC,,0.431
GNF-Pf-528,CCOC1=CC=C(C=C1)N2C=C(C3=CC=CC=C3)C4=C(SCC5=CC(C)=CC=C5C)N=CN=C24,,2.011
GNF-Pf-5280,CC1(C)C(OC(=O)C2(CCCCC2)C1=O)\C=C\C3=CC=CC=C3,,1.25
GNF-Pf-5281,CCOC(=O)C1=CN=C2C(OC)=CC=CC2=C1NC3=CC=C(C=C3)C(C)=O,,0.592
GNF-Pf-5282,COC1=CC=C(C=C1OC)C2CC(=O)C3=C(C2)NC(=O)CC3C4=CC=C(C=C4)C(F)(F)F,,0.182
GNF-Pf-5283,CCOC1=CC=C(C=C1)N2C(=S)SC3=C2N=C(SCC(=O)NC4=CC(OC)=CC=C4OC)N(C3=O)C5=CC=C(C)C=C5,,0.2854
GNF-Pf-5284,NC1=CC(=CC=C1C(=O)NC2=CC=C(C=C2)C3=NCCCN3)C(=O)NC4=CC=C(C=C4)C5=NCCCN5,,0.1898
GNF-Pf-5286,O=C(NC(=CC=CC1=CC=CC=C1)C(=O)N2CCOCC2)C3=CC=CC=C3,,3.86
GNF-Pf-5287,CC1=C(C(C)=NO1)S(=O)(=O)N(CC(O)CN2CCC(C2)NC(=O)C3=CC=C(F)C=C3)CC4=CC=CC=C4,,0.447
GNF-Pf-5288,C1CN(CCO1)C2=CC=C(NC3=CC=NC4=CC5=CC=CC=C5C=C34)C=C2,,0.672
GNF-Pf-529,CN(C)C1=CC=C(C=C1)C=NNC2=NC(N)=NC(N)=N2,,1.998
GNF-Pf-5290,OC1=C2C(SC3=CC=CC=C3N=C2C4=CC=CC=C14)C5=CC=C(Br)C=C5,,0.337
GNF-Pf-5291,CN1CCN=C1C2=CC=C(NC(=O)C3=CC=C(C=C3)C(=O)NC4=CC=C(C=C4)C5=NCCN5C)C=C2,,0.0911
GNF-Pf-5292,CC1(C)C2CCC1(C)C(=O)N(CC(O)CN3C4=CC=C(Cl)C=C4C5=CC(Cl)=CC=C35)C2=O,,0.1176
GNF-Pf-5293,NC1=NON=C1N2N=NC(C3=CC=CC=C3)=C2C(=O)NN=CC4=CC=C(F)C(Br)=C4,,0.342
GNF-Pf-5294,CCNC1=NC(NC(C)CC)=NC(ON=C(C)C)=N1,,0.441
GNF-Pf-5295,COC1=CC=C2N(C(=O)C3=CC=CC=C3F)C(C)(C)C4=C(C(=S)SS4)C2=C1,,0.652
GNF-Pf-5296,COC1=CC=C(OC)C(=C1)C2CC(=O)C3=C(C2)NC(=O)CC3C4=CC=C(OC)C(OC)=C4,,0.616
GNF-Pf-5297,CC(C)C1NC(=O)C(C)OC(=O)C(NC(=O)C(OC(=O)C(NC(=O)C(C)OC(=O)C(NC(=O)C(OC(=O)C(NC(=O)C(C)OC(=O)C(NC(=O)C(OC1=O)C(C)C)C(C)C)C(C)C)C(C)C)C(C)C)C(C)C)C(C)C)C(C)C,,0.0916
GNF-Pf-5298,COC1=CC(OC)=C(C=C1Cl)N(C)C(=O)C2=CN(C3CCCC3)C(=O)C4=C2C5=CC=CC=C5N4C,,0.0977
GNF-Pf-5299,CCOC(=O)C1=C(C)NC2=C(C1C3=CC=C(Br)C=C3)C(=O)CC(C2)C4=CC=C(Cl)C=C4,,0.378
GNF-Pf-53,CN(C)C1=CC=C(C=C1)\C=C2/SC(=N)N(C3=NC=CS3)C2=O,,0.2231
GNF-Pf-530,CC1=CC=CC=C1N2C3CS(=O)(=O)CC3N(C2=O)C4=CC=CC=C4,,1.92
GNF-Pf-5301,CC(C)CN1C(C(C(=O)NC2=CC=CC=C2F)C3=CC=CC=C3C1=O)C4=CC=CS4,,0.2033
GNF-Pf-5302,CC(C)CC(=O)OC1=CC=CC=C1C2=C(NC(C)(C)CC(C)(C)C)N3C=CC(C)=CC3=N2,,0.772
GNF-Pf-5304,CC1=CC=C(F)C=C1NC(=O)C2=CC(Cl)=CC=C2NC3=CC=CC=C3,,0.1914
GNF-Pf-5305,ClC1=CC=C2C(NCCCCNC(=O)C3=CC=CC=C3Cl)=CC=NC2=C1,,0.761
GNF-Pf-5306,COC1=C(NC2=CC=CC(=C2)C(F)(F)F)C(=O)C3=CC=CC=C3C1=O,,0.2631
GNF-Pf-5307,COC1=CC=CC=C1NC(=O)N(CC2=CC=CC=C2)C(C)C3=NC4=CC=CC=C4C(=O)N3C5=CC(C)=CC=C5C,,0.451
GNF-Pf-5309,FC1=CC=C(C=C1)C2=NC3=CC(=CC=C3CN2CC=C)C(=O)NCC4=CC=CC=C4,,1.25
GNF-Pf-531,COC1=CC=C(Cl)C=C1N2C(=S)NN=C2C3=CC=CN=C3,,1.868
GNF-Pf-5310,CC(C)(C)C1=CC=C(O)C(CNC2CCCCC2)=C1,,0.2505
GNF-Pf-5311,CO[C@H]1C=CC=C(C)C[C@@H](C)[C@H](O)[C@H](C)C=C(C)C=C(OC)C(=O)O[C@@H]1C(C)C(O)[C@H](C)[C@@]2(O)C[C@@H](O)[C@H](C)[C@H](O2)C(C)C,,1.491
GNF-Pf-5312,COC1=CC=CC=C1NC(=S)N2CCN(CC2)C3=CC=C(C=C3)[N+]([O-])=O,,0.577
GNF-Pf-5313,CCCOC(=O)C1=C(C)NC2=C(C1C3=CC=CC(C)=C3)C(=O)CC(C2)C4=CC=C(OC)C(OC)=C4,,0.0913
GNF-Pf-5314,CC(C)C1=NC(N2CCN(CC2)C(=S)NCC3=CC=CC=C3)=C(C#N)C4=C1COC(C)(C)C4,,0.1831
GNF-Pf-5315,CC1=NC2=NC(C)=NN2C(NC3=CC=C(Cl)C(Cl)=C3)=C1,,0.1227
GNF-Pf-5317,CCN1C(=S)NC2C3CCCC13OC4=CC=C(C)C=C24,,0.1643
GNF-Pf-5318,CCCCOC1=CC=C(NC2=C(N3CCCCC3)C(=O)C4=CC=CC=C4C2=O)C=C1,,0.00986
GNF-Pf-5319,OC(CNCC1=CC=C2OCOC2=C1)C3=CC=CC(=C3)[N+]([O-])=O,,1.015
GNF-Pf-532,CCOC1=CC=CC=C1NC(=O)C2C(C3=CC=CC=C3)=C2C4=CC=CC=C4,,1.799
GNF-Pf-5320,CC(=O)NC1=CC=C(NC2=C(N3CCCCC3)C(=O)C4=CC=CC=C4C2=O)C=C1,,0.0528
GNF-Pf-5321,COC1=CC=C(CN2C(C)=NC3=CC(NC(=O)NC4=CC=CC=C4)=C(C)N=C23)C=C1,,0.373
GNF-Pf-5322,NC1=CC(=CC=C1C(=O)NC2=CC=CC(=C2)C3=NCCN3)C(=O)NC4=CC=CC(=C4)C5=NCCN5,,0.1987
GNF-Pf-5323,COC1=CC=CC=C1N2CCN(CC2)CC3=CC(C(C)C)=C(C)C=C3O,,0.623
GNF-Pf-5324,CCCOC(=O)C1=C(C)NC2=C(C1C3=CC=C(Cl)C=C3Cl)C(=O)CC(C2)C4=CC=CC=C4,,0.484
GNF-Pf-5325,CCCC(=O)NC(C(C)C)C(=O)N1CCN(CC1)C(C2=CC=CC=C2)C3=CC=CC=C3,,0.387
GNF-Pf-5326,COC1=CC(=CC=C1O)C2CC(=O)NC3=C2C(=O)CC(C3)C4=CC=CC=C4Cl,,0.815
GNF-Pf-5327,CCOC1=CC=CC=C1C2C(C#N)=C(NC(C)=C2C(=O)NC3=CC=CC=C3)SCC(=O)NC4=CC=C(Cl)C=C4,,0.352
GNF-Pf-5328,COC1=CC=C(NC(=O)C2C(N(C3CCCC3)C(=O)C4=CC=CC=C24)C5=CC=CS5)C=C1Cl,,0.1276
GNF-Pf-5329,OC(=O)CCCC(=O)NC1=CC=C(C=C1)C#N,,2.077
GNF-Pf-533,N(C1=CC=C(OC2=CC=CC=C2)C=C1)C3=NC4=NON=C4N=C3NC5=CC=C(OC6=CC=CC=C6)C=C5,,1.761
GNF-Pf-5330,O=C(CC1=CC=CS1)N2CCOC3=C(OCCC4=CC=CC=N4)C=C(C=C3C2)C5=CSC6=CC=CC=C56,,0.1792
GNF-Pf-5331,COC(=O)C1=C(C)NC2=C(C1C3=CC=C(C=C3)[N+]([O-])=O)C(=O)CC(C2)C4=CC=CC=C4Cl,,0.1144
GNF-Pf-5333,CCOC(=O)C1=C(C)NC2=C(C1C3=CC=C(Cl)C(Cl)=C3)C(=O)CC(C2)C4=CC=C(OC)C(OC)=C4,,0.2291
GNF-Pf-5334,CN(CCCNC1=CC=NC2=CC(Cl)=CC=C12)C(=O)C3=CC(=CC(=C3)C(F)(F)F)C(F)(F)F,,0.0868
GNF-Pf-5335,CCOC(=O)C1=CC=C(C=C1)N(C(C(=O)NC2CCCCC2)C3=CC=CC(OC)=C3OC)C(=O)CC4=CNC5=CC=CC=C45,,0.0542
GNF-Pf-5336,COC1=CC=CC(NC(=O)CN2C(C)=C(C#N)C3=CC=CC=C23)=C1,,0.0796
GNF-Pf-5337,CC(=O)N(C1=CC=C(F)C=C1)C2=C(N3CCCCC3)C(=O)C4=CC=CC=C4C2=O,,0.1549
GNF-Pf-5338,O=C1C2=CC=CC=C2C3=C1C(SC4=CC=CC=C4N3)C5=CC=C(OCC6=CC=CC=C6)C=C5,,0.479
GNF-Pf-5339,CC(C)(C)CC(C)(C)NC1=C(N=C2C=CC=CN12)C3=CC=CC=C3OC(=O)C4=CC=C(Cl)C=C4Cl,,0.279
GNF-Pf-534,OC1=CC=C(C=C1)C2=CN=CC(NCC3=CC=CC=C3)=N2,,1.747
GNF-Pf-5340,CC(=O)NC1=CC(=CC=C1C(=O)NC2=CC=C(C=C2)C3=NCCN3)C(=O)NC4=CC=C(C=C4)C5=NCCN5,,0.323
GNF-Pf-5341,C[C@@H]1CC[C@H]2[C@@H](C)C(=O)O[C@@H]3O[C@]4(C)CC[C@@H]1[C@@]23OO4,,0.043
GNF-Pf-5342,[O-][N+](=O)C1=CC(=CC=C1N2CCCN(CC2)C(=S)NC3=CC=CC=C3)C(F)(F)F,,0.0878
GNF-Pf-5343,CCN1CCN(CC1)CC2=CC=C(C=C2)C3=CC4=C(N[C@H](C)C5=CC=CC=C5)N=CN=C4N3,,1.378
GNF-Pf-5344,CCOC(=O)C1C(CC2=C(C(C3=CC=C(C=C3)[N+]([O-])=O)C(=C(C)N2)C(=O)OCC)C1=O)C4=CC=CC=C4OC,,0.1137
GNF-Pf-5345,CCN1C(=O)N(CCC(C)C)C2(CCN(CC2)CC3=CC(Cl)=CC=C3O)C1=O,,0.348
GNF-Pf-5346,CC1=CC2=NC(=C(NC(C)(C)CC(C)(C)C)N2C=C1)C3=CC=CC=C3OC(=O)CCC4CCCC4,,1.099
GNF-Pf-5347,CC1=CC=CC2=CC(CNC3CCOC(C)(C)C3)=C(N=C12)N4CCCC4,,0.02139
GNF-Pf-5348,COCCNC(=S)N1CCN(CC1)S(=O)(=O)C2=CC=C(C=C2)[N+]([O-])=O,,0.1756
GNF-Pf-5349,S=C(NN=CC1=CC=CC=N1)NC2CC3CC2C=C3,,0.0385
GNF-Pf-535,CN(C1=CC=CC=C1)C2=NC=NC3=C2C(C)=C(S3)C(=O)N4CCN(CC4)C5=CC=C(C=C5)[N+]([O-])=O,,1.651
GNF-Pf-5350,[O-][N+](=O)C1=CC=C(C=C1)S(=O)(=O)N2CCN(CC2)C(=S)NCC3CCCO3,,0.1356
GNF-Pf-5351,CCOC(=O)C1=CC=CC(NC(=O)CC2N(CCC(C)C)C(=O)N(C2=O)C3=CC=C(F)C=C3)=C1,,0.2015
GNF-Pf-5352,CC(C)(C)CC(C)(C)NC1=C(N=C2C=CC=CN12)C3=CC=CC=C3OC(=O)C4CCCCC4,,0.349
GNF-Pf-5353,ClC1=CC(=CC=C1OC2CCN(CC2)CC3CCCCC3)C(=O)NCC4=CC=CO4,,0.0951
GNF-Pf-5355,COC1=CC=C(C=C1)C2=C(NC3=CC=C4OC5=CC=CC=C5C4=C3)C6=CC=CC=C6C2=O,,0.1424
GNF-Pf-5356,NC(=O)C1=CC=C(C=C1)C2=NC(=CN=C2N)C3=CC=C(C=C3)C#N,,0.0603
GNF-Pf-5357,CCOC(=O)C1=CN=C2C=CC=CC2=C1NC3=CC=C(OC)C(OC)=C3,,0.0665
GNF-Pf-5358,CC1=CC2=NC(=C(NC(C)(C)CC(C)(C)C)N2C=C1)C3=CC=CC=C3OC(=O)C4=CC=CC(Cl)=C4,,0.424
GNF-Pf-5359,COC(=O)C1=C(C)NC2=C(C1C3=CC=C(F)C=C3)C(=O)CC(C2)C4=CC=C(Cl)C=C4,,0.1879
GNF-Pf-536,O=C1CC2=C(NC3=CC=C(OCC4=CC=CC=C4)C=C23)C5CC=CCC15,,1.589
GNF-Pf-5360,CCOC(=O)C1=C(C)C(CNC2=CC=C(C=C2)C(=O)OCC)=C(C)N1,,0.2376
GNF-Pf-5361,COCCNC(=O)C1=CC=C(OC2CCN(CC2)CC(C3=CC=CC=C3)C4=CC=CC=C4)C(OC)=C1,,0.3029
GNF-Pf-5362,CC1=CC(C2=CC=C(O)C(CN3CCCCC3CO)=C2)=C4C=CC=CC4=N1,,0.361
GNF-Pf-5363,OC1=CC=C(C=C1CNCCC2=CC=C(F)C=C2)C3=CC=CC=C3,,0.691
GNF-Pf-5365,[O-][N+](=O)C1=CC=C(C=C1)S(=O)(=O)N2CCN(CC2)C(=S)NCCC3=CC=CC=C3,,0.0972
GNF-Pf-5366,FC1=CC=C(NC(=O)C2=C3CN(CCC3=NC4=CC=CC=C24)CC5=CC=CC=C5)C=C1Cl,,0.799
GNF-Pf-5367,CN(C)C1=CC=C(C=CC2=NC(=O)C3=CC=CC=C3O2)C=C1,,0.0959
GNF-Pf-5368,COC1=CC(=CC=C1OC2=CC=C(C=C2C(F)(F)F)[N+]([O-])=O)C3NC4=CC=C5C=CC=CC5=C4C6=C3C(=O)CC(C)(C)C6,,0.2848
GNF-Pf-5369,CN1C(=O)N(C)C2(N=C3SC4=C(N3NC12C5=CC=CC=C5)C(=O)C6=CC=CC=C6C4=O)C7=CC=CC=C7,,2.827
GNF-Pf-537,CCOC(=O)C1=C(NC(=O)CSC2=NC3=C(N2C(C)C)C(=O)N(C)C(=O)N3C)SC4=C1CCCC4,,1.559
GNF-Pf-5371,COC1=CC=C(C=C1)C(OCCS(=O)(=O)CCO)(C2=CC=CC=C2)C3=CC=C(OC)C=C3,,0.0703
GNF-Pf-5372,CCN1C(\[Se]C2=CC=CC=C12)=C\C3=[N+](CC)C4=CC=CC=C4S3,,0.1556
GNF-Pf-5373,COC(=O)C1=C(C)NC2=C(C1C3=CC=CC(Cl)=C3Cl)C(=O)CC(C2)C4=CC=C(OC)C(OC)=C4,,0.2072
GNF-Pf-5374,CCCOC(=O)C1=C(C)NC2=C(C1C3=CC=C(Cl)C(Cl)=C3)C(=O)CC(C2)C4=CC=C(OC)C(OC)=C4,,0.1432
GNF-Pf-5376,COC1=CC=C(CCN2C(=O)N(CC(C)C)C(=O)C23CCN(CC3)CC4=CC=CC=C4O)C=C1,,0.2249
GNF-Pf-5377,CCC1=CC=C(C=C1)C(=O)OC2=CC=CC=C2C3=C(NC(C)(C)CC(C)(C)C)N4C=CC(C)=CC4=N3,,0.454
GNF-Pf-5378,C[C@@H]1CCC[C@@H](C[C@H]2CC3=CC(O)=CC(O)=C3C(=O)O2)O1,,0.0454
GNF-Pf-5379,[O-][N+](=O)C1=CC=CC(=C1)C(=O)C2=CC=C(Cl)C(Cl)=C2,,0.612
GNF-Pf-538,CCN1C(\SC2=CC(NC(C)=O)=CC=C12)=C\C3=CC=CC=[N+]3C,,1.404
GNF-Pf-5380,CCCN(CCC)[P+](CCC)(N(CCC)CCC)C1=CC=C(C=C1)[P+](CCC)(N(CCC)CCC)N(CCC)CCC,,0.1932
GNF-Pf-5381,CCOC1=CC=C(NC2=CC(=O)OC3=CC=CC=C23)C=C1,,0.61
GNF-Pf-5382,CCCCS(=O)(=O)N(C)CCCNC1=CC=NC2=CC(Cl)=CC=C12,,0.0688
GNF-Pf-5383,CN1CCN=C1C2=CC=C(NC(=O)C3=CC=C(C(=O)NC4=CC=C(C=C4)C5=NCCN5C)C(=C3)[N+]([O-])=O)C=C2,,0.0725
GNF-Pf-5384,[O-][N+](=O)C1=CC(=CC=C1N2CCN(CC2)C(=O)C(Cl)(Cl)Cl)C(F)(F)F,,0.2633
GNF-Pf-5385,OC1=CC=C2C(=O)C(OC2=C1CN3CCCCC3)=CC4=CC=CC=C4,,1.423
GNF-Pf-5386,COC1=CC(OC)=C(NC(=O)C2C(N(CC(C)C)C(=O)C3=CC=CC=C23)C4=CC=CS4)C=C1Cl,,0.114
GNF-Pf-5387,CCCCN(C)CC1=CC(=CC=C1O)C2=CC=CC(OC)=N2,,0.875
GNF-Pf-5388,[O-][N+](=O)C1=CC=C(N=C1)N2CCCN(CC2)C(=S)NC3=CC=C(F)C=C3Br,,0.1104
GNF-Pf-5389,CC1=CC2=NC(=C(NC(C)(C)CC(C)(C)C)N2C=C1)C3=CC=CC=C3OC(=O)C4=CC=CC=C4C,,0.757
